RespondentID,Q1-Location,Q2-Age,Q3-Gender,Q4-BikeOwner,Q5-StartedCycling,Q6-WhenStarted,Q8-SuperhighwayUsed,Q9-SuperhighwayFrequency,Q10-Width,Q10-Surface,Q10-Signs,Q10-Parking,Q11-SuperhighwayComments,Q12-SuperhighwayRespect,Q13-SuperhighwaySafety,Q14-SuperhighwaySuggestions,Q15-SuperhighwayReason,Q16-HireRegistration,Q17-HireRegistration,Q17-FindingStation,Q17-BikeAvailability,Q17-Unlocking,Q17-Bike,Q17-Returning,Q17-Payment,Q17-Value,Q18-HireComments,Q19-Frequency,Q20-Reason,Q20-ReasonOther,Q21-Duration,Q22-SupportCentre,Q23-Problem,Q24-SupportExperience,Q25-SupportComments,Q26-Improvements,Q27-Reason
1173917525,Ealing,30-39,Male,Yes,"No, I already cycled",Longer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173908166,hackney,40-49,Male,Yes,"No, I already cycled",Longer,"Superhighway 7, Merton to the City via A24-A3",Several times a week,fair,bad,fair,fair,I cycle on the superhighway because it was painted on a route I already used.    the position of the lane across a key junction has made the journey less safe as encourages cyclists to follow a line on the far left of a lane and continue straight on - crossing the path of motorists turning left across this lane.,No,No,,,"No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,,No racks near my home
1173902854,Westminster,40-49,Male,Yes,"No, I already cycled",Longer,"Superhighway 7, Merton to the City via A24-A3",Only tried it once,good,good,good,good,"When I used it, much of it was a parking lane. I do think they need to have a better separation and be more enforceable than at present.",Yes,No,"In some cases, the lane follows rather closely the jagged line of a pavement. This causes cyclists to go in and out and I would have expected the roadside edge of the lane to even out such discrepancies and keep cyclists going straight",,Yes,fair,very good,fair,good,good,bad,good,good,The biggest issue is not finding a space to dock. I don't care if I can't find a bike but if I am on a bike and can't dock it then that is a waste of my time.,Several times a week,A combination of the above,"instead of bus, tube, walk but I would point out it is normally to replace PART of a journey",Less than 30 mins,No,,,,The biggest frustration with this scheme is that there are so many enthusiastic people on-line with such good ideas but there is no way for us to interact with TfL / Serco - we would love to have a real dialog with them on Twitter or a Serco blog or forum. Serco could gain so much from opening a well run public forum - it is astonishing that they have not done this!,
1173899337,bexley,40-49,Female,Yes,"No, I already cycled",6 months ago,,,,,,,,,,,I dont yet cycle all the way into work,Yes,fair,good,fair,very good,fair,very good,very good,very good,The website wasnt very clear about additional keys incurring an extra charge,Occasionally,Instead of walking,,Less than 30 mins,Yes,"not a problem as such, just couldnt register my key on-line",Very good,very helpful and friendly,,
1173879295,Islington,18-29,Female,Yes,"No, I already cycled",Longer,Both,Several times a week,very good,bad,good,bad,"1)the smooth road surface is appreciated, but the blue paint is slippery in wet weather which is a problem on tight or fast corners.    2) I cycle to work along the Barclays cycle superhighway to work in the Barclays building in Canary wharf - where there is not enough cycle parking! Oh the irony.    3) On Cable Street there is an incredibly dangerous design feature where the route switches side of the road with two 90 degree turns required from cyclists. This is impossible on a bike anyway, but the fact that it is enforced by two eight-inch-high bollards located on the inside corners of the thrn, which are almost invisible when cycling along (especially when the sun is in your eyes) means this location is a shattered kneecap waiting to happen. I also have a friend who has totalled his front wheel or forks in this location.",Yes,Yes,"Ensure superhighways always have priority over side roads - and when they don't, don't paint them blue otherwise cyclists it's really hard to notice you have to give way (I am a highways engineer and I didn't realise until I almost collided with someone - and most people are less tuned in to road markings than I am!)",,"No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,,have my own bike so can't see the point of paying £40/year and as far as I know pay as you go access hasn't been launched yet. also hire doesn't go out as far as my house.
1173872976,Haringey,50+,Male,Yes,"No, I already cycled",Longer,"Superhighway 3, Barking to Tower Gateway via the A13",Once a fortnight,fair,fair,fair,fair,"I like the rolling surface but cannot understand why such money was invested in a vanity project for the mayor.  Why not simply change the greenways and make the relevant crossing changes etc. (which are a good thing).  Cable Street was dug up and redone several years ago, what a waste of money to redo that but in blue.",Yes,No,Side road impact to the main route esp on Cable Street,,"No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,,I hardly ever go into central London (please bring it to East London where I work) and cycle in when I do.
1173871221,Hackney,30-39,Male,Yes,"No, I already cycled",Longer,,,,,,,,,,,They don't go where I need to,"No (if no, go straight to question 12)",,good,fair,good,good,good,,,My employer has registered for the scheme - we use the bikes as pool transport to get form our office to meetings etc.,Only tried it once,Instead of riding my own bike,I have used instead of my own bike to go to a meeting at the South Bank where secure cycle parking is sadly lacking and therefore an increased risk of theft.,Less than 30 mins,No,,,,"The cycle hire scheme should be provided alongside improved cycle parking for those who already have their own bicyle, and not instead of it.",
1173867483,,40-49,Male,Yes,"No, I already cycled",Longer,"Superhighway 7, Merton to the City via A24-A3",Several times a week,good,good,good,,,Yes,No,"I ride from Colliers Wood to Tower Bridge and use the CSH 7.  The route around the Elephant and Castle roundabouts is very slow and hardly used by any cyclists.  There needs to be a much quicker, more fluid route so that it doesn't take much longer than actually going round the roundabouts.    There are also alot of cars parked on the cycle route which causes cyclists to have to ride with the cars which increases the danger level.  On a general theme  I would have thought that putting a proper cycle route on side streets would be better than putting cars and cyclists together on very busy roads.",,"No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,,I have my own bike
1173866188,,40-49,Female,Yes,"No, I already cycled",Longer,,,,,,,,,,,Doesn't go where I want,Yes,very good,good,very good,very good,very good,good,very good,good,Lucky to get the last available place at some  docking stations. Pleased Kings Cross was constantly stocked/de-stocked according to time of day. A whole docking station in Soho was not working and was frustating a lot of cyclists I met in a 5 minute window. Various of the locals were helpful directing us to other docking stations.,Occasionally,Instead of taking the Tube,,Less than 30 mins,No,,,,more docking stations,
1173862052,Wandsworth,50+,Male,Yes,"No, I already cycled",Longer,"Superhighway 7, Merton to the City via A24-A3",Several times a week,good,good,good,,"Although the concept is good, I have been put off by the number of traffic and pedestrian lights thus making the stop/start hard work. Reverting to an laternative route without the excess of traffic lights.",Yes,No,"On SH7, I am very concerned with the lanes just beyond the lights at Stockwell - travelling towards Kennington. Can be tricky getting across the line of traffic.",,"No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,,I prefer to use my own bike
1173855915,,30-39,Male,Yes,"No, I already cycled",1 year,,,,,,,,,,,They are nowhere near me - and even if it was - some blue paint on the road would not change my route as it is on main roads rather than quieter side lanes where I am safer,"No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,,"Clunky, heavy bikes that cannot pull away quickly from traffic lights are not very safe on main roads. What also concerns me as a cyclist is the number of people who have very little clue of either road rules or how to cycle safely round the capital"
1173847244,,30-39,Female,Yes,"No, I already cycled",Longer,"Superhighway 7, Merton to the City via A24-A3",Several times a week,very good,good,fair,good,,No,Yes,Parking should not be allowed at any time in the CSH since it means cyclists are driven out into the traffic.,,"No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,,I own my own bike
1173840805,,40-49,Male,Yes,"No, I already cycled",Longer,"Superhighway 7, Merton to the City via A24-A3",Occasionally,bad,bad,bad,bad,"Can't really see the point - I would rather money was invested in looking at notoriouis cycle blackspots and, eg, removal of street furniture, etc",No,No,My observation would be that in south london/merton where i used CS7 there was no greater consideration given to cyclists than on any other road,,"No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,,I have my own bike
1173837079,southwark,50+,Female,Yes,"No, I already cycled",Longer,"Superhighway 7, Merton to the City via A24-A3",Once a week,good,good,good,good,,Yes,No,,,Yes,very good,very good,very good,very good,very good,bad,good,good,I had to cycle to three different docking stations in Southwark before I found a space,Only tried it once,Instead of riding my own bike,,Less than 30 mins,No,,,,,
1173835305,Tower Hamlets,18-29,Female,Yes,"No, I already cycled",1 year,"Superhighway 3, Barking to Tower Gateway via the A13",Several times a week,bad,fair,good,bad,At peak hours is really difficult to cycle and people overtaking in the other direction is a bit dangerous because sometimes they don't realize you are going.,Yes,Yes,It's really good that the path it is separeted from pedestrians and cars but that's not in the whole way.,,Yes,good,fair,fair,fair,fair,bad,bad,fair,It's really difficult to find a bike o to leave the bike (time dependeding) in the docks at the end of the hire area.,Only tried it once,Instead of taking the bus,,Less than 30 mins,Yes,"I couldn't buy more credit by internet without havind to buy a new key, even registering as autorenew payment.",Poor,Really difficult to contact by phone. Waiting for long time.,"Web page with more options, more flexible, so you don't need to call the support centre.",
1173834408,Lambeth,30-39,Male,Yes,"No, I already cycled",Longer,"Superhighway 7, Merton to the City via A24-A3",Several times a week,good,fair,good,fair,ASL's are largely ignored.  Advance signals for cyclists would mitigate this and key pinch points.,Yes,No,"A few visible PCSO's at congested junctions would encourage good behaviour (for everyone, motorcycles in the ASL's and cyclists that don't stop at red lights)",,Yes,very good,good,fair,good,fair,good,good,very good,"don't like the low gears, but otherwise they fit the bill",Once a week,Instead of riding my own bike,"typcially if I'm out in the evening, or I'm speeding ip a walk",Less than 30 mins,No,,,,,
1173831589,Lambeth,18-29,Male,Yes,"No, I already cycled",Longer,"Superhighway 7, Merton to the City via A24-A3",Once a fortnight,fair,good,good,,"Only a small part of the highway is enforceable, cars are often parked on it. At the elephant and castle bypass, the cycle crossings that pass perpendicular to the flow of traffic often have cars queueing on them.  Cars do not respect them as a crossing.",No,No,"I've never used the entire length, just the section from stockwell to borough road when going to london bridge.  I don't feel any safer as such, but the highway is an easy route into the city.  I'm sure if I spent enough time with a map and did a few trial runs i could find a route via backstreets, but it wouldn't be as quick.",,Yes,good,fair,,very good,good,fair,very good,good,"When returning the bike to Vauxhall at night, it is a worry that the may be no station free.  This applies to many of the 'outer' stations near major train stations.",Only tried it once,A combination of the above,"I cycle instead of all the above, I hire a bike when I'm not with my cycle, or I don't want to leave it at the other end.",Less than 30 mins,No,,,,"I will only ever use the scheme occasionally - perhaps when returning to london and I left my bike at home.  From speaking to others who use the scheme regularly, finding bikes and also somewhere to dock them is a challenge along popular routes.  A more comprehesive easy to read map of london cycle routes would encourage more casual use.",
1173818122,Lambeth,18-29,Male,Yes,"Yes, because of the Cycle Hire Scheme",1 year,,,,,,,,,,,I don't live on one.,Yes,good,fair,bad,very good,good,very good,very good,good,,Once a week,A combination of the above,"Tube, walk and taxi.",Less than 30 mins,No,,,,The only problems I have found are often the bays are either full or empty. The touch screen monitors are often very slow to respond.,
1173817470,,18-29,Female,Yes,"No, I already cycled",Longer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173814798,Hackney,18-29,Male,Yes,"No, I already cycled",Longer,"Superhighway 7, Merton to the City via A24-A3",Only tried it once,good,good,fair,fair,,Yes,No,,,"No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,,I already have my own bike.  The online application process did not accept my VISA card.
1173806741,,50+,Male,Yes,"No, I already cycled",Longer,Both,Once a fortnight,bad,good,fair,bad,,No,No,I believe that the introduction of the CS is only to raise awareness of cycling and they are no different to ordinary cycle lanes. CS3 is quite dangerous in a couple of places where the priority at junctions is given to the motorist in the side street and in another case there is uncertainty as to who has the priority.,,"No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,,I have my own bike and don't work in the city.
1173806669,Lambeth,30-39,Male,,"No, I already cycled",Longer,"Superhighway 7, Merton to the City via A24-A3",Several times a week,fair,fair,good,good,"More policiing of motorcyclists using these super highways.  Also more physical separators between the cycle lane and road.  Maybe also phased traffic lights giving cyclists a 5second head start from cars, this may be safer",No,No,,,"No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,,
1173801687,tower hamlets,18-29,Male,Yes,"No, I already cycled",Longer,"Superhighway 3, Barking to Tower Gateway via the A13",Several times a week,good,goodvery good,very good,bad,The raised reflective signage on the routes makes for a very bumpy ride in places on what would otherwise be a very nice smooth surface to ride on.,Yes,Yes,,,,very good,very good,good,good,very good,very good,very good,very good,,Once a fortnight,A combination of the above,If I am going out after work I use a hire bike  in preference to my own as I don't have to worry about finding secure parking for my bicycle.,30 mins - 1hr,No,,,,,
1173800531,Lambeth,40-49,Female,Yes,"No, I already cycled",Longer,"Superhighway 7, Merton to the City via A24-A3",Occasionally,bad,fair,fair,bad,"They are pretty pointless, because it is not mandatory for other vehicles to keep out of them, so motorcycles often zip in and out of them in a dangerous manner, cars park in them, etc.  They are also not wide enough for cyclists to overtake one another - essential because cyclists cycle at different speeds.  A simple bus lane is much better and safer for cyclists, especially prior to the change allowing motorcyclists to cycle in red route bus lanes, which seems to have caused motorcyclists to think they can go anywhere that cyclists can.",No,No,"See above.  On the whole, there seems to be a massive number of cyclists on the main routes that I use from the centre of town to Brixton and Clapham - often more individual bicycles than cars, so I think the best solution to promote safer cycling would be to have several radial routes into London on existing roads dedicated to cycles only and closed to other vehicles (except perhaps buses).  That is the only way that a much larger numbe of people will be encouraged to use this healthy, cheap, sustainable, non-polluting form of transport.",,"No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,,"I have my own bicycle and have not need to, although I think it is an excellent scheme (when working properly) and would consider using the scheme for one way journeys when I plan to take a tube or bus for the other leg of the journey.  However, I live outside the zone of the scheme, so this would in any case not be practicable for me at the moment.  I urge you to extend the scheme to less central zones as soon as possible."
1173798665,,30-39,Male,No,"Yes, because of the Cycle Hire Scheme",Longer,,,,,,,,,,,Not on my routes,Yes,very good,good,fair,bad,very good,very good,very good,very good,I've had a lot of issues with bikes not being available,Occasionally,A combination of the above,,Less than 30 mins,No,,,,,
1173796168,,30-39,Male,Yes,"No, I already cycled",Longer,"Superhighway 7, Merton to the City via A24-A3",Several times a week,good,badfair,,fair,,No,No,"Should be segregated, why only do half a job, do it properly or not at all!  Along Cycle 7 (Southwark) two bollards stopping cars cutting the corners have been removed making it even more dangerous than before, should have left it along.",,Yes,bad,good,fair,fair,bad,bad,fair,good,,Only tried it once,Instead of riding my own bike,,Less than 30 mins,No,,,,,
1173792899,Southwark,30-39,Female,Yes,"No, I already cycled",Longer,Both,Occasionally,fair,good,fair,bad,,No,No,As the CS aren't always a continuous lane I wonder if it lulls inexperienced cyclists into a fall sense of security. Also doesn't help that other vehicles constantly block the way so you often have to veer off the lane. The lanes are a good idea but need more protection from other vehicles or at the very least drivers should be made more aware of why there are there.,,"No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,,"I have my own bike so use that instead, I would like to use the scheme for one off one way journeys so am waiting to see how the pay as you go scheme pans out."
1173792716,Oxfordshire,40-49,Male,Yes,"No, I already cycled",Longer,,,,,,,,,,,Neither routes are very close to places I need to visit,Yes,good,good,good,good,fair,fair,good,good,Availability of spaces was a problem when returning... two locations were full. Also had difficulty taking a new bike from a location I'd just returned one to (to avoid going over 30 mins)... had to find and then go to another location,Occasionally,A combination of the above,Using my own bike or walking,Less than 30 mins,No,,,,,
1173791697,Southwark,30-39,Female,Yes,"Yes, because of the Cycle Hire Scheme",,,,,,,,,,,,I don't know where they are! I don't recall seeing any advertisement for them.,Yes,good,very good,very good,fair,good,good,good,very good,"The seat is still high on its lowest setting, but it is very sturdy",Once a week,,I use it for exercise around my office or the park,Less than 30 mins,Yes,"I had changed my membership from day to annual. I was told it was ready to use but when I went to use a bike, my key had stopped working (red light showed when tried to take bike).",Poor,"I had to ring the support centre again after changing the membership. The changing membership call seemed efficient but my annual membership was obviously not activated when I asked, which makes it a poor rating call. The second call I had to make again was poor because there was no suggestions given to the resons that made sense, I was told there was nothing wrong with my key and the bikes may be locked for other reasons. The call centre person said the locked bikes would have the lights on or the seats turned around but that wasn't the case for any of the bikes at the docking port. Quite disappointed I had to waste my time ringing again to be told nothing was wrong. It was only after this second call which was approximately 40mins after the initial call that I got the email saying my membership was now annual. Both call centre persons very friendly which is a positive.",If there are cycles that are locked and in process of repair then the lights should be on and the seats turned around like the support centre person said they should be.,
1173790667,Lewisham,30-39,Male,Yes,"No, I already cycled",Longer,"Superhighway 7, Merton to the City via A24-A3",Occasionally,bad,good,good,fair,"The SH7 is intermittent, not segregated, often parked on and driven on by cars, doesn't get priority at junctions, so is largely cosmetic and doesn't help cyclists.  If we want to make a real difference, it needs to be MUCH better.",No,No,"How about completely re-aligning the street so the SH can be segregated from cars and pedestrians, and giving priority at junctions?  This is expensive, so I think it would have to be done bit-by-bit as sections of road are relaid.",,"No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,,"I am only likely to be an occasional user, so have no wish to join and receive a key.  I would prefer to use it on an ad hoc basis, but that does not yet appear to be possible.  I await that with keen interest!  I would love to be able to use it with Oyster...  How about allowing Oyster auto-top-up users to access cycle hire, since their Oyster card is linked to a credit card and therefore can presumably provide the level of deposit that is needed?"
1173782585,,30-39,Female,Yes,"No, I already cycled",Longer,"Superhighway 7, Merton to the City via A24-A3",Occasionally,very good,bad,fair,fair,"The surface of the cycle lanes throughout London is always on a surface that doesn't disperse water when it rains quickly, leading to wet  cycle lanes & puddles which is more dangerous then the surface used on the roads, i.e. inability to brake quickly due to wet rims & brake pads.",Yes,No,"As above, changes to road surface.  I also think that cyclist should be able to turn left on red lights after stopping to make sure it is safe to do so.  Perhpas there should also be separate rules for cyclist surrounding red lights at pedestrian crossings.","I live in W11, therefore can only use the superhighway when going south of the river. Perhpas a superhighway along embankment might be useful?  Or from Fulham or Notting Hill as there are loads of cyclists coming from both of these directions.",Yes,good,good,good,bad,good,good,bad,good,"I seem to continually have problems undocking the bikes, I'm not sure if this is a problem with my account or whether there is an issue with the docking station.  There have been long waits when i have then contacted a call centre",Once a fortnight,A combination of the above,"Bus, Tube, walking & own bike",Less than 30 mins,Yes,Undocking the bike,Fair,"On one occasion it was brilliant, the other time the CSR couldn't answer my question & tranferred me back to the main menu - poor","There should be a separate option when calling of ""problems with undocking bike""",
1173781465,Lambeth,30-39,Female,Yes,"No, I already cycled",Longer,"Superhighway 7, Merton to the City via A24-A3",Several times a week,fair,fair,good,very bad,"It diesnt matter how wide and smooth the paths are, junctions are even more dangerous as you have misplaced confidence that you have some sort of right of way on the CSH. Plus they disappear at critical points - just like the cycle lanes they have replaced.",No,No,I think it is just a big blue Barclays advertising ploy that is going to end up with more accidents as cyclists are given the impression that the lanes shoudl be respected but other motorists are unlikely to know what the blue mess on the road means,I have only used it because it is on my normal route to work ie the A3. it has made the junction at the end of Kennington Park Lane dangerous and confusing,"No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,,"I tried to register to get a key & the system crashed & i seem to be half registered and no longer able to purchase a key. so i gave up. Also i am not convinced i will be able to stomach cycling around advertising Barclays, so i probably won't bother registering or using the scheme. Very disappointing as loved the Paris Velib scheme"
1173781083,,30-39,Male,Yes,"No, I already cycled",Longer,,,,,,,,,,,can't see the attraction,Yes,very good,very good,bad,very bad,very bad,fair,fair,very bad,"I've tried three times. The quickest access to a bike has taken at least ten minutes on the 'phone. Yesterday 25 minutes after leaving the office I gave up and walked. Customer Services are very friendly and patient. Their ability to recognize a growing problem does not exist, system and processes seem poor.",Occasionally,Instead of walking,,Less than 30 mins,Yes,see above,Very poor,Very friendly. Unable to resolve problem satisfactorily.,"Recognition of the hassle caused to me and other users as witnessed at stands by delivering the service you claim to offer. It looks smart, it seems well-intentioned, but there's a clear lack of respect for the end user in the corporate process.",
1173780703,Lambeth,30-39,Female,Yes,"No, I already cycled",Longer,"Superhighway 7, Merton to the City via A24-A3",Several times a week,good,fair,good,fair,the freshly painted ASLs still dont seem to be acknowledged by many drivers. durability of the paint does not seem very good in some places,Yes,Yes,"longer lasting, brighter paint. better enforcement of keeping cars/trucks out of the ASLs.",,"No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,,no need I have my own bike and use it for all my travel needs
1173779761,Brent (Kilburn so bording Westminster and Camden too),30-39,Female,Yes,"No, I already cycled",Longer,"Superhighway 7, Merton to the City via A24-A3",Only tried it once,fair,bad,very bad,bad,"Made me feel unsafe. I like to make my own decision about where is 'safe' for me to ride, not feeling obliged to ride on a strip of blue paint.",No,No,,,"No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,,"I have 2 bikes already, I probably will sign up for it for odd occasions I need to use it."
1173778781,,30-39,Male,Yes,"No, I already cycled",Longer,,,,,,,,,,,"No longer live in London, therefore my cycling is in Norwich",Yes,very bad,bad,fair,fair,good,good,bad,good,"The initial payment registration process was a disaster, and many failed attempts at registering my card details almost made me give up, before I had even got on a bike. Finally the system allowed me to register and I have enjoyed one trip on a bike so far. I think the next thing will be for someone to provide a cycle helmet hire scheme",Only tried it once,Instead of taking the Tube,,Less than 30 mins,Yes,Not being able to register my card details,Good,The staff were polite and tried to help but unfortunately came up against the same problems as I did in registering the credit card,"more bike stations, an even split of bikes/spaces, better online information regarding the bikes (I couldn't get the map to work), extension to more zone 2/3 areas",
1173778653,,40-49,Male,Yes,"No, I already cycled",Longer,Both,Only tried it once,fair,fair,fair,fair,,No,No,,,Yes,fair,fair,good,good,good,fair,fair,good,,Occasionally,Instead of taking the bus,,Less than 30 mins,Yes,payment problems,Poor,,,
1173773961,Southwark,30-39,Male,Yes,"No, I already cycled",Longer,Both,Once a week,good,fair,very good,fair,"Over time, more will need to be done to ensure that the Superhighways are dedicated cycle lanes, by making much longer sections of them mandatory and by not allowing parking in them.",No,No,See answer to question 4.,,Yes,good,good,good,fair,fair,fair,good,very good,"Very impressed with the scheme so far.  No problems with payments or with finding bikes / docks.  Please extend it as soon as possible, particularly in South London.",Once a week,A combination of the above,"Instead of bus, tube or my own bike",Less than 30 mins,No,,,,Please extend geographically.,
1173770831,East Sussex,40-49,Male,Yes,"No, I already cycled",Longer,,,,,,,,,,,I tend to choose back roads with less traffic.,Yes,bad,very good,good,very bad,fair,good,fair,very good,Initially tried registering two keys but got double charged.  On two occasions have intended to use bikes but was unable because the docking station did not release the bike.,Once a fortnight,Instead of taking the Tube,"I normally use a hire bike if storing my own bike (a brompton) may be a problem, e.g. shopping or going to meeting.",Less than 30 mins,Yes,Overcharging. Keys not working. Auto top-up not working.,Fair,"After the first few days, very difficult to get through. I have had to wait until it was raining for the call volume to subside enough.",The bicycles are very low geared. It would improve substantially by using a slightly smaller (1-2 tooth fewer) rear sprocket.,
1173766889,lambeth,40-49,Male,Yes,"No, I already cycled",Longer,"Superhighway 7, Merton to the City via A24-A3",Several times a week,fair,good,good,fair,"need to be consistent, there are parts of CS7 which disappear under parked cars or completely vanish. the OVal junction was very poorly designed but the new longer blue lane & additional blue square are very helpful",No,No,"I hope that over time, drivers will learn to respect the blue highways, at present some do but a lot park in them or drive in them",,"No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,,have own bike most days. will use it when casual users are allowed
1173763107,Camden,40-49,Male,Yes,"No, I already cycled",Longer,"Superhighway 7, Merton to the City via A24-A3",Only tried it once,good,good,fair,,,No,No,To be a super highway (as opposed to just another cycle lane) you need physically segregated road space.,,Yes,very good,bad,very good,good,good,good,very good,very good,"Cannot always find docking stations marked on map, and they are not signposted. They also tend to be where there is available space rather than where they are needed - in other words at times the scheme has a feeling of being squeezed in where possible rather than representing a significant re-allocation of road / pavement space",Occasionally,A combination of the above,instead of bus/tube/walking,Less than 30 mins,Yes,my key was deactivated,Good,Helpful and clearly positive about the scheme,I live near Archway which is beyond the current reach of the scheme. This means my use is limited because I would have to take a bus to get to the nearest docking station. If the scheme expands northwards I would probably use it a lot more.,
1173759566,,50+,Female,Yes,"No, I already cycled",Longer,"Superhighway 7, Merton to the City via A24-A3",Several times a week,bad,fair,good,good,I used to cycle on the A24 before it became a Siperhighway.  It's a dangerous road and I hoped it would become safer for cyclists.  I'm really dissapointed that it hasn't made any difference at all.  Why couldn't we have had a properly segregated cycle path?,No,No,Better to have used the funding for more signage and improvements to the routes that keep cyclists off the busy main road if there wasn't sufficient for a proper cycle track,,"No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,,I have my own bicycle and don't need it.   I think it's a good scheme and am happy to recommend it to others
1173757744,Croydon,40-49,Male,Yes,"No, I already cycled",Longer,"Superhighway 7, Merton to the City via A24-A3",Several times a week,good,good,good,good,"It is a pity that the police based on the south side of Southwark Bridge seem to think that the blue lanes are for parking police cars in.The same goes for the employees of Waterloo Cars, who seem to have an understanding with the rozzers/traffic wardens.",No,Yes,"Enhanced (i.e. more frequent) parking patrols on Cycle Superhighways - with no exceptions for police or anyone else.    That said, the Cycle Superhighways are a positive and welcome innovation, but their success requires that they be respected and supported by road users - especially those in positions of authority.",,"No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,,Because I have my own bicycle.  If there were docking stations in the outer boroughs I might use the scheme.  The bikes look nice and I'd like to have a go on one.
1173749520,,40-49,Female,Yes,"No, I already cycled",Longer,"Superhighway 7, Merton to the City via A24-A3",Several times a week,very good,fair,good,bad,"The surface of the super highway is sometimes too smooth which can make it feel slightly unsafe, especially in wet weather. It is already breaking up along Clapham Common, heading south.",Yes,Yes,"Vauxhall Bridge, heading south is in desperate need of wide, clear cycle lane. Some motorists use the bridge as a race track and cyclists are extremely vunerable. The existing cycle lane is far too narrow and pretty much useless with motorists largely ignoring it. Please install a cycle superhighway on this route.",,"No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,,I have my own bike.
1173747521,,30-39,Male,No,"Yes, because of the Cycle Hire Scheme",6 months ago,,,,,,,,No,No,,all roads should be made for cytcling - not just some... the reason i don't use the highways is that they aren't wide enough and don't follow the direct route... they are nothing like the ones in copenhagen - epic fail!!!,Yes,very bad,bad,fair,fair,bad,fair,very bad,very bad,have had all the common hassles - no bikes; bikes not undocking; random charges to account; not being able to get through on the phone; bike to heavy; not being able to find somewhere to dock again...,Once a fortnight,A combination of the above,bus and tube and walk,Less than 30 mins,Yes,have had all the common hassles - no bikes; bikes not undocking; random charges to account; not being able to get through on the phone; bike to heavy; not being able to find somewhere to dock again...,Very poor,can't get through; didn't know what was wrong; unable to help; didn't understand the system; told one thing - next call told another; they were trying to help - it seemed like they just hadn't had the training to be able to help...,better training and improve IT... self help online is what we all want!!!,
1173746950,Maida Hill,40-49,Male,Yes,"No, I already cycled",Longer,,,,,,,,,,,Not in my area,Yes,good,good,very good,very good,good,good,bad,very good,,Occasionally,A combination of the above,,Less than 30 mins,Yes,Additional charge of 3 pounds when I bought a 24hr access period,Very good,,"For accounts that have more than one key, the auto renew option should only charge per key used, not for every key on the account.",
1173733164,tower hamlets,30-39,Male,Yes,"No, I already cycled",Longer,"Superhighway 3, Barking to Tower Gateway via the A13",Several times a week,fair,fair,very good,very bad,the timing of traffic lights is appalling at junctions on the superhighwat,Yes,Yes,,,Yes,very bad,fair,fair,bad,bad,very good,good,very good,,Several times a week,Instead of riding my own bike,,Less than 30 mins,Yes,overcharging,Very poor,still awaiting three weeks later for a refunf,,
1173703796,Bromley,50+,Male,Yes,"No, I already cycled",Longer,,,,,,,,,,,Its not available where I live or commute,Yes,fair,fair,fair,very good,good,good,good,good,,Occasionally,Instead of riding my own bike,I normally commute by bike. When it is not convenient I use a Boris Bike at the London end end of my commute to connect from the mainline station to my office and back.,Less than 30 mins,No,,,,I needed a bike at Holborn the other evening but the docking stations (two tried) were either empty or had only had broken bikes on them.,
1173597413,,,,,,,,,,,,,,,,,,"No (if no, go straight to question 12)",,,,,,,,,,,,,,,,,,,I have my own bicycle.  My sister has used the CHS once and said that bike was difficult to manouvre.
